OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,328,6824,4806.57,328,0,4,4,0,448362,5763976,7778.69,6065,6149,24452,2670534,6685482,64,4150,Colorado Department of Public Health and Environment,"Data through March 18, 2021",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,198,2229,8882.91,198,0,2,2,0,448362,5763976,7778.69,6065,6149,24452,2670534,6685482,64,4150,Colorado Department of Public Health and Environment,"Data through March 18, 2021",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,126,1825,6904.11,125,1,5,5,0,448362,5763976,7778.69,6065,6149,24452,2670534,6685482,64,4150,Colorado Department of Public Health and Environment,"Data through March 18, 2021",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,165,5059,3261.51,165,0,1,1,0,448362,5763976,7778.69,6065,6149,24452,2670534,6685482,64,4150,Colorado Department of Public Health and Environment,"Data through March 18, 2021",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,3210,56272,5704.44,3198,12,37,37,0,448362,5763976,7778.69,6065,6149,24452,2670534,6685482,64,4150,Colorado Department of Public Health and Environment,"Data through March 18, 2021",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,43,726,5922.87,43,0,,,,448362,5763976,7778.69,6065,6149,24452,2670534,6685482,64,4150,Colorado Department of Public Health and Environment,"Data through March 18, 2021",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,2242,17756,12626.72,2230,12,4,4,0,448362,5763976,7778.69,6065,6149,24452,2670534,6685482,64,4150,Colorado Department of Public Health and Environment,"Data through March 18, 2021",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,580,18844,3077.9,577,3,5,5,0,448362,5763976,7778.69,6065,6149,24452,2670534,6685482,64,4150,Colorado Department of Public Health and Environment,"Data through March 18, 2021",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,1336,16181,8256.6,1337,-1,29,29,0,448362,5763976,7778.69,6065,6149,24452,2670534,6685482,64,4150,Colorado Department of Public Health and Environment,"Data through March 18, 2021",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,1166,12122,9618.87,1164,2,21,21,0,448362,5763976,7778.69,6065,6149,24452,2670534,6685482,64,4150,Colorado Department of Public Health and Environment,"Data through March 18, 2021",0.436578121041293,2.65950781753648
